position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
236,5263,2003,Egypt,fertilizer - ammonia,Suez,nan,nan,"29° 58' 0"" N",032° 33'  E,29.97,32.55,,,"Société El-Nasr d Engrais et d'Industries Chemiques (Government, 100%)",nan,nan,active,,t / yr,,851
237,5264,2003,Egypt,"fertilizer - ammonia, urea",Kima,nan,nan,"31° 03' 1"" N",031° 22'  E,31.05,31.37,,,Egyptian Chemical Industries (Government 100%),nan,nan,active,,t / yr,,851
238,5265,2003,Egypt,"fertilizer - ammonia, urea",Talkha,nan,nan,"31° 03' 1 """,031° 22'  E,31.05,31.37,,,"Société El-Nasr d Engrais et d'Industries Chemiques (Government, 100%)",nan,nan,active,,t / yr,,851
239,5266,2003,Egypt,fertilizer - ammonia nitrate,Abu  Qir A,nan,nan,"27° 55' 5"" N",030° 50'  E,27.93,30.84,,,"Abu Qir Fertilizer & Chemical Industries Co., (private and public interests, 80.9% Egyptian General Petroleum Corp., 19.1%)",nan,nan,active,,t / yr,,851
240,5267,2003,Egypt,fertilizer - ammonium nitrate,Suez,nan,nan,"29° 58' 0"" N",032° 33'  E,29.97,32.55,,,"Société El-Nasr d Engrais et d'Industries Chemiques (Government, 100%)",nan,nan,active,,t / yr,,851
241,5268,2003,Egypt,fertilizer - ammonium nitrate,Talkha,nan,nan,"31° 03' 1 """,031° 22'  E,31.05,31.37,,,"Société El-Nasr d Engrais et d'Industries Chemiques (Government, 100%)",nan,nan,active,,t / yr,,851
242,5269,2003,Egypt,fertilizer - nitric acid,Kima,nan,nan,"31° 03' 1 """,031° 22'  E,31.05,31.37,,,Egyptian Chemical Industries (Government 100%),nan,nan,active,,t / yr,,851
243,5270,2003,Egypt,fertilizer - nitric acid,Suez,nan,nan,"29° 58' 0"" N",032° 33'  E,29.97,32.55,,,"Société El-Nasr d Engrais et d'Industries Chemiques (Government, 100%)",nan,nan,active,,t / yr,,851
244,5271,2003,Egypt,fertilizer - urea,Abu Qir C,nan,nan,"31° 18' 2""",030° 09'  E,31.31,30.16,,,"Abu Qir Fertilizer & Chemical Industries Co., (private and public interests, 80.9% Egyptian General Petroleum Corp., 19.1%)",nan,nan,active,,t / yr,,851
245,5272,2003,Egypt,Iron ore,"El-Gadida Mine, El Bahariya",nan,nan,"28° 53' 00"" ","029° 59' 00""",28.883,29.983,,,Egyptian Iron and Steel Co.,nan,nan,active,,t / yr,,851
246,5273,2003,Egypt,natural gas,"Abu Madi, Badreddin- 3, Abu Qir/Naf, Ras Shukheir",nan,nan,"30° 54' 0"" N",029° 23'  E,30.9,29.38,,,"Egyptian General Petroleum Corp. (EGPC) (Government, 100%)",nan,nan,active,,t / yr,,851
247,5274,2003,Egypt,natural gas,Khalda,nan,nan,"30° 50' 0"" N",027° 15'  E,30.833,27.25,,,"Grupo Khalda (Repson, 50%)",nan,nan,active,,t / yr,,851
248,5275,2003,Egypt,phosphate,Abu Tartur,nan,Mine,,,29.68,32.37,,,Egyptian Org.of  Ind.and Mining Complexes,nan,nan,active,,t / yr,,851
250,5277,2003,Egypt,petroleum,Alexandria,nan,Refinery,"31° 10' 0""",029° 53'  E,31.17,29.88,,,"Alexandria Petroleum Co. (Government, 100%)",nan,nan,active,,t / yr,,851
252,5279,2003,Egypt,petroleum,Asyut,nan,Refinery,"27° 10' 5""",031° 10'  E,27.182,31.18,,,"Asyut Petroleum Refining Co. (Government, 100%)",nan,nan,active,,t / yr,,851
253,5280,2003,Egypt,petroleum,"Belayim, Suez Gulf",nan,nan,"28° 36' 0"" N",033° 15'  E,28.6,33.25,,,"Belayim Petroleum Co. (EGPC, 50%; International Egyptian Oil Co. 50%)",nan,nan,active,,t / yr,,851
254,5281,2003,Egypt,petroleum,"Gulf Of Suez, October",nan,nan,"28° 10' 0"" N",033° 27'  E,28.166,33.45,,,"Gulf of Suez Oil Co. (EGPC , 50%; Amoco, 50%)",nan,nan,active,,t / yr,,851
255,5282,2003,Egypt,petroleum,"Gulf of Suez, Ras Budran",nan,Plant,"28° 56' 0"" N",033° 10'  E,28.93,33.167,,,"Suez Oil Company (EGPC, 50%)",nan,nan,active,,t / yr,,851
256,5283,2003,Egypt,petroleum,"Mostorod, Tanta",nan,Refinery,"30° 47' 2"" N",030° 59'  E,30.79111,30.998,,,"Cairo Petroleum Refining Co. (Government, 100%)",nan,nan,active,,t / yr,,851
257,5284,2003,Egypt,petroleum,Suez,nan,Refinery,"28° 10' 0"" N",033° 27'  E,28.17,33.45,,,"El-Nasr Petroleum Refining Co. (Government, 100%)",nan,nan,active,,t / yr,,851
258,5285,2003,Egypt,petroleum,Suez,nan,Refinery,"28° 10' 0"" N",033° 27'  E,28.17,33.45,,,"Suez Petroleum Processing  Co. (Government, 100%)",nan,nan,active,,t / yr,,851
259,5286,2003,Egypt,phosphate,Abu Tartur,nan,Mine,"25° 34' 0"" N",029° 43'  E,25.566,29.72,,,Egyptian Organization of  Industrial and Mining,nan,nan,active,,t / yr,,851
260,5287,2003,Egypt,steel,"Ain Sukhna, Alexandria, Sadat City",nan,Plant,,,31.13,30.82,,,EZDK Group,nan,nan,active,,t / yr,,851
261,5288,2003,Egypt,steel,Helwan,nan,Plant,,,29.85,32.33,,,"Egyptian Iron and Steel Co., Hadisolb.",nan,nan,active,,t / yr,,851
305,5332,2003,Ghana,aluminum,Tema,nan,Smelter,,,5.62,-1.02,,,Volta Aluminum Co. Ltd. (VALCO),nan,nan,active,,t / yr,,851
306,5333,2003,Ghana,gold,Ahafo (Yamfo-Sefwi) deposit near Kenyasi,nan,Mine,"07° 04' 00"" ","002° 39' 00""",7.067,-2.65,,,Newmont Mining Corp.,nan,nan,active,,kg / yr,,851
307,5334,2003,Ghana,gold,Akyem deposit west of Kibi,nan,Mine,"06° 14' 00"" ","002° 16' 00""",6.233,-2.267,,,Newmont Mining Corp.,nan,nan,active,,kg / yr,,851
308,5335,2003,Ghana,gold,Bibiani,nan,Mine,,,6.47,-1.33,,S,Ashanti Goldfield Co. Ltd.,nan,nan,active,,kg / yr,,851
309,5336,2003,Ghana,gold,Bogoso,nan,Mine,,,5.52,-0.83,,S,"Bogoso Gold, Ltd. (Golden Star Resources Ltd.)",nan,nan,active,,kg / yr,,851
310,5337,2003,Ghana,gold,"Chirano deposit, near Awaso",nan,Mine,"05° 46' 00"" ","002° 32' 00""",5.767,-2.533,,,Red Back Mining NL,nan,nan,active,,kg / yr,,851
311,5338,2003,Ghana,gold,Damang,nan,Mine,,,6.68,-0.95,,S,GoldFields Ghana Ltd. (Gold Fields Ltd.),nan,nan,active,,kg / yr,,851
312,5339,2003,Ghana,gold,Esaase/JENA,nan,Mine,,,5.58,-1.03,,S,Bonte Gold Mining Ltd.,nan,nan,active,,kg / yr,,851
313,5340,2003,Ghana,gold,Iduapriem,nan,Mine,,,6.3,-0.78,,S,Ashanti Goldfield Co. Ltd.,nan,nan,active,,kg / yr,,851
314,5341,2003,Ghana,gold,Iduapriem/Teberebie Mine,nan,Mine,,,5.57,-1.02,,,Ashanti Goldfields Co. Ltd.,nan,nan,active,,kg / yr,,851
315,5342,2003,Ghana,gold,Ntotoroso deposit near Kenyasi,nan,Mine,"05° 47' 00""","000° 23' 00""",5.78,-0.38,,,Newmont Mining Corp.,nan,nan,active,,kg / yr,,851
316,5343,2003,Ghana,gold,Obotan,nan,Mine,,,6.2,-0.67,,S,Resolute Amansie Ltd.  (Resolute Ltd.),nan,nan,active,,kg / yr,,851
317,5344,2003,Ghana,gold,Obuasi,nan,Mine,,,5.43,-1.15,,U,Ashanti Goldfield Co. Ltd.,nan,nan,active,,kg / yr,,851
318,5345,2003,Ghana,gold,Obuasi,nan,Mine,"06° 12' 00""","001° 40' 00""",6.2,-1.67,,U,Ashanti Goldfields Co. Ltd.,nan,nan,active,,kg / yr,,851
319,5346,2003,Ghana,gold,Prestea Sankofa Tailings,nan,Mine,,,5.33,-1.0,,S,Ashanti Goldfield Co. Ltd.,nan,nan,closed,,kg / yr,,851
320,5347,2003,Ghana,gold,Tarkwa,nan,Mine,"07° 13' 00"" ","002° 14' 00""",7.217,-2.233,,S,Gold Field Ghana Ltd.,nan,nan,active,,kg / yr,,851
321,5348,2003,Ghana,gold,Wassa,nan,Mine,"05° 46' 00"" ","002° 32' 00""",5.767,-2.533,,S,"Wexford Goldfields Ltd. (Golden Star Resources Ltd., 90% and Government, 10%)",nan,nan,active,,kg / yr,,851
322,5349,2003,Ghana,bauxite,"Awaso,in Birim Valley",nan,Mine,,,6.23,-1.27,,S,Ghana Bauxite Co. Ltd. (Alcan 80%),nan,nan,active,,t / yr,,851
323,5350,2003,Ghana,cement,Takoradi,nan,nan,"04° 54' 00"" ","001° 43' 00""",4.9,-1.717,,,Ghana Cement Works Ltd. (Heidelberg Zement AG of Germany),nan,nan,active,,t / yr,,851
324,5351,2003,Ghana,cement,Tema,nan,nan,"05° 37' 00""","000° 01' 00""",5.62,-0.02,,,Ghana Cement Works Ltd. (Heidelberg Zement AG of Germany),nan,nan,active,,t / yr,,851
325,5352,2003,Ghana,diamond,Akwatia,nan,Mine,,,6.05,0.2,,S,Ghana Consolidated Diamonds Ltd. (Government 100%),nan,nan,active,,carats / yr,,851
326,5353,2003,Ghana,diamond,Birim Valley,nan,nan,,,6.05,0.2,,S,Artisanal,nan,nan,active,,carats / yr,,851
327,5354,2003,Ghana,limestone,Sekondi,nan,nan,"04° 56' 00"" ","001° 42' 00""",4.933,-1.7,,,Carmeuse Lime Products (Ghana) Ltd.,nan,nan,active,,t / yr,,851
328,5355,2003,Ghana,manganese,Nsuta-Wassaw,nan,Mine,,,5.27,-0.98,,S,Ghana Manganese Company Limited (Government of Ghana),nan,nan,active,,t / yr,,851
329,5356,2003,Ghana,petroleum products,Tema,nan,Refinery,"10° 29' 00""","000° 09' 00""",10.48,-0.15,,,"Tema Oil Refinery (Government, 100%)",nan,nan,active,,thousand 42 gallon barrels / yr,,851
330,5357,2003,Ghana,petroleum - crude,Saltpond and Tano Fields,nan,nan,"06° 40' 00""","002° 03' 00""",6.67,-2.05,,,"Ghana National Petroleum Corp. (Government, 100%)",nan,nan,active,,thousand 42 gallon barrels / yr,,851
331,5358,2003,Ghana,salt,Elmina area,nan,nan,"05° 05' 00""","001° 21' 00""",5.08,-1.35,,,Elmina Salt Producers Association,nan,nan,active,,t / yr,,851
332,5359,2003,Ghana,salt,Mendskrom,nan,nan,"05° 23' 00"" ","002° 22' 00""",5.383,-2.367,,,Panbros Salt Industry Ltd.,nan,nan,active,,t / yr,,851
333,5360,2003,Ghana,steel,Tema,nan,Mill,"05° 38' 00"" ","000° 01' 00""",5.633,0.017,,,Tema Steel Co. subsidiary of Ghana Industrial Holdings Co,nan,nan,active,,t / yr,,851
334,5361,2003,Ghana,steel,Tema,nan,Mill,"05° 38' 00"" ","000° 01' 00""",5.633,0.017,,,Wahome Steel Ltd.,nan,nan,active,,t / yr,,851
335,5362,2003,Ghana,steel,Tema,nan,Mill,"05° 38' 00"" ","000° 01' 00""",5.633,0.017,,,Ferro Fabrix,nan,nan,active,,t / yr,,851
346,5373,2003,Iran,Silver,"Zanjan lead smelter, Zanjan",nan,Smelter,,,36.664,48.486,,,National Iranian Lead & Zinc Co.,nan,nan,active,12.0,t / yr,,851
347,5374,2003,Iran,aluminum,Arak,nan,Smelter,,,34.086,49.684,,S,Iran Aluminium Co. (Government),nan,nan,active,120.0,t / yr,,851
348,5375,2003,Iran,aluminum,Bandar Abbas,nan,Mine,,,27.218,56.378,,S,Al-Mahdi Aluminium Corp.,nan,nan,active,110.0,t / yr,,851
349,5376,2003,Iran,arsenic,"Zarshuran  Mine, Tabak",nan,Mine,,,36.668,47.121,,,nan,nan,nan,active,440.0,t / yr,,851
350,5377,2003,Iran,gold,"Moteh Mine, Esfahan",nan,Mine,,,32.66,51.671,,U,nan,nan,nan,active,500.0,kg / yr,,851
351,5378,2003,Iran,gold,Neyshabour area,nan,Mine,,,33.567,55.07,,S,Artisanal placer operations,nan,nan,active,,kg / yr,,851
352,5379,2003,Iran,gold,Sar Cheshmeh (near Khatounabad),nan,Mine,,,30.089,55.416,,U,National Iranian Copper Industries Co.,nan,nan,active,500.0,kg / yr,,851
354,5381,2003,Iran,boron,"Gharagol Mine, Tabak",nan,Mine,,,36.467,47.942,,U,nan,nan,nan,active,,t / yr,,851
355,5382,2003,Iran,barite,Amol,nan,Mine,,,36.471,52.363,,S,Iran Barite Falat Co.,nan,nan,active,21.0,t / yr,,851
356,5383,2003,Iran,barite,Ardekan Mine,nan,Mine,,,32.321,54.021,,S,Iran Barite Falat Co.,nan,nan,active,,t / yr,,851
357,5384,2003,Iran,barite,"Dasht-E-Deh Mine, Kavir Dar Anjir",nan,Mine,,,28.034,56.896,,S,Iran Barite Falat Co.,nan,nan,active,12.0,t / yr,,851
358,5385,2003,Iran,barite,Haji abad Mine,nan,Mine,,,33.984,51.447,,S,Iran Barite Falat Co.,nan,nan,active,18.0,t / yr,,851
359,5386,2003,Iran,barite,Kashan,nan,Mine,,,33.984,51.447,,S,Iran Barite Falat Co.,nan,nan,active,,t / yr,,851
360,5387,2003,Iran,barite,Komsheh Cheh Mine (Qomsheh),nan,Mine,,,32.905,51.809,,S,Iran Barite Falat Co.,nan,nan,active,,t / yr,,851
361,5388,2003,Iran,barite,"Lar Mine, Tehran",nan,Mine,,,35.672,51.424,,S,Iran Barite Falat Co.,nan,nan,active,46.0,t / yr,,851
362,5389,2003,Iran,barite,Vardeh Mine,nan,Mine,,,35.236,50.262,,S,Iran Barite Falat Co.,nan,nan,active,,t / yr,,851
363,5390,2003,Iran,cement,Abedeh,nan,Plant,,,30.667,49.767,,,Abadeh Cement Co.,nan,nan,active,,t / yr,,851
364,5391,2003,Iran,cement,"Abyek, Tehran",nan,Plant,,,35.633,51.4,,,Abyek Cement Co. (Fars & Khouzestan Cement Co.),nan,nan,active,,t / yr,,851
365,5392,2003,Iran,cement,Ardebil,nan,Plant,,,38.249,48.301,,,Ardebil Cement Co. (Ehdasse Sanat Corp.),nan,nan,active,840.0,t / yr,,851
366,5393,2003,Iran,cement,Bandar Abbas,nan,Plant,,,27.186,56.277,,,Hormozgan Cement  Co. (Ehdasse Sanat Corp.),nan,nan,active,,t / yr,,851
367,5394,2003,Iran,cement,Behbahan,nan,Plant,,,30.598,50.245,,,Behbahan Cement Co. (Fars & Khouzestan Cement Co.),nan,nan,active,880.0,t / yr,,851
368,5395,2003,Iran,cement,Bojnourd (Bojnurd),nan,Plant,,,37.479,57.321,,,Bojnourd Cement Plant,nan,nan,active,700.0,t / yr,,851
369,5396,2003,Iran,cement,Borazjan,nan,Plant,,,29.262,51.205,,,Bushehr Cement Co. (Ehdasse Sanat Corp.),nan,nan,active,,t / yr,,851
370,5397,2003,Iran,cement,Doroud,nan,Plant,,,33.487,49.065,,,Doroud Cement Co. (Fars & Khouzestan Cement Co.),nan,nan,active,,t / yr,,851
371,5398,2003,Iran,cement,East of Razan,nan,Plant,,,36.433,51.291,,,Hegmatan Cement Co. (Ehdasse Sanat Corp.),nan,nan,active,840.0,t / yr,,851
372,5399,2003,Iran,cement,Estahban,nan,Plant,,,29.118,54.04,,,Estahban Cement Co.,nan,nan,active,,t / yr,,851
373,5400,2003,Iran,cement,Fars,nan,Plant,,,35.182,59.388,,,Fars Cement Co. (Fars & Khouzestan Cement Co.),nan,nan,active,,t / yr,,851
374,5401,2003,Iran,cement,Ilam,nan,Plant,,,33.211,46.712,,,Ilam Cement Co.,nan,nan,active,,t / yr,,851
375,5402,2003,Iran,cement,Isfahan,nan,Plant,,,32.66,51.671,,,Isfahan Cement,nan,nan,active,710.0,t / yr,,851
376,5403,2003,Iran,cement,Kerman,nan,Plant,,,30.294,57.084,,,Kerman Cement Co.,nan,nan,active,,t / yr,,851
377,5404,2003,Iran,cement,Kermanshah,nan,Plant,,,34.314,47.065,,,Gharb Cement Co.,nan,nan,active,640.0,t / yr,,851
378,5405,2003,Iran,cement,Khash,nan,Plant,,,28.22,61.213,,,Khash Cement Co. (Ehdasse Sanat Corp.),nan,nan,active,730.0,t / yr,,851
379,5406,2003,Iran,cement,Loshan,nan,Plant,,,36.629,49.519,,,Simansaz Cement Co.,nan,nan,active,100.0,t / yr,,851
380,5407,2003,Iran,cement,Mashhad,nan,Plant,,,30.833,50.2,,,Sharg Cement Co.,nan,nan,active,,t / yr,,851
381,5408,2003,Iran,cement,Meshed,nan,Plant,,,34.204,49.699,,,Meshed Cement Co.,nan,nan,active,500.0,t / yr,,851
382,5409,2003,Iran,cement,Near Shiraz,nan,Plant,,,29.808,53.85,,,Darab Cement Co. (Ehdasse Sanat Corp.),nan,nan,active,,t / yr,,851
383,5410,2003,Iran,cement,Neka,nan,Plant,,,36.651,53.297,,,Mazandaran Cement Co.,nan,nan,active,,t / yr,,851
384,5411,2003,Iran,cement,North of Bijar,nan,Plant,,,35.866,47.609,,,Kordestan Cement Co. (Ehdasse Sanat Corp.),nan,nan,active,800.0,t / yr,,851
385,5412,2003,Iran,cement,Nyriz (Neyriz),nan,Plant,,,29.199,54.326,,,Nyriz White Cement Co.,nan,nan,active,,t / yr,,851
386,5413,2003,Iran,cement,Qeshm Island,nan,Plant,,,26.964,56.274,,,Azadegan Cement Factory,nan,nan,active,100.0,t / yr,,851
387,5414,2003,Iran,cement,Ramhormoz,nan,Plant,,,31.278,49.606,,,Khouzestan Cement Co. (Ehdasse Sanat Corp.),nan,nan,active,,t / yr,,851
388,5415,2003,Iran,cement,Saveh,nan,Plant,,,35.094,50.373,,,Saveh White Cement Co.,nan,nan,active,180.0,t / yr,,851
389,5416,2003,Iran,cement,Sepahan,nan,Plant,,,35.667,51.167,,,Sepahan Cement Co.,nan,nan,active,,t / yr,,851
390,5417,2003,Iran,cement,Sharoud,nan,Plant,,,36.43,54.948,,,Shahroud Cement Co.,nan,nan,active,,t / yr,,851
391,5418,2003,Iran,cement,Sufiyan,nan,Plant,,,38.276,45.98,,,Sufiyan Cement Co.,nan,nan,active,,t / yr,,851
392,5419,2003,Iran,cement,Tabriz,nan,Plant,,,38.08,46.292,,,Tabriz Cement Co.,nan,nan,active,,t / yr,,851
393,5420,2003,Iran,cement,Tehran,nan,Plant,,,35.672,51.424,,,Tehran Cement Co.,nan,nan,active,,t / yr,,851
394,5421,2003,Iran,cement,Uroumiyeh,nan,Plant,"37° 33' 18""","45° 6' 10"" E",37.555,45.103,,,Ourmia Cement Co.,nan,nan,active,749.0,t / yr,,851
395,5422,2003,Iran,cement,Uroumiyeh,nan,Plant,"37° 33' 18""","45° 6' 10"" E",37.555,45.103,,,Ourmia White Cement Co.,nan,nan,active,180.0,t / yr,,851
396,5423,2003,Iran,chromite,"Faryab Mine, Minab, Hormuzgan",nan,Mine,,,27.822,57.28,,S,Faryab Mining Co.,nan,nan,active,180.0,t / yr,,851
397,5424,2003,Iran,chromite,Gaft Khorasan,nan,Mine,,,36.624,57.028,,S,"Gaft Mine, Khorasan",nan,nan,active,2.0,t / yr,,851
398,5425,2003,Iran,chromite,Khorasan,nan,Plant,,,35.7,47.267,,S,Bandan Mine,nan,nan,active,5.0,t / yr,,851
399,5426,2003,Iran,chromite,"Mayami, Seman",nan,Mine,,,36.475,56.525,,S,"Mir Mahmud Mine, Mayami",nan,nan,active,6.0,t / yr,,851
400,5427,2003,Iran,chromite,"Mayami, Semnan",nan,Mine,,,36.419,55.654,,S,"Forumad Mine, Mayami",nan,nan,active,6.0,t / yr,,851
401,5428,2003,Iran,chromite,Mine at Esfandaqeh,nan,Mine,,,28.695,57.168,,S,nan,nan,nan,active,30.0,t / yr,,851
402,5429,2003,Iran,chromite,Mir Abad,nan,Mine,,,37.533,45.0,,S,nan,nan,nan,active,3.0,t / yr,,851
403,5430,2003,Iran,chromite,Mokhtan Abad,nan,Mine,,,26.44,59.134,,S,nan,nan,nan,active,4.0,t / yr,,851
404,5431,2003,Iran,clay - bentonite,"Mehrijan Mine, Farrokhi, Esfahan",nan,Mine,,,33.845,54.962,,S,Iran Barite Falat Co.,nan,nan,active,39.0,t / yr,,851
405,5432,2003,Iran,clay - bentonite,"Zarrin Mine, Kavir Dar Anjir, Yazd",nan,Mine,,,32.962,54.617,,S,Iran Barite Falat Co.,nan,nan,active,3.0,t / yr,,851
406,5433,2003,Iran,"clay - industrial, fire","Mine and plant, Tehran",nan,Mine,,,35.672,51.424,,S,Iranian Refractory Procurement and Production,nan,nan,active,40.0,t / yr,,851
407,5434,2003,Iran,clay - kaolin,"Mine (inactive) at Torbat Hydarieh, Khorasan",nan,Mine,,,35.274,59.22,,,Khorasan Kaolin Co.,nan,nan,active,20.0,t / yr,,851
408,5435,2003,Iran,clay - kaolin,"Plant at Torbat Hydarieh, Khorasan",nan,Mine,,,35.274,59.22,,,Khorasan Kaolin Co.,nan,nan,active,20.0,t / yr,,851
409,5436,2003,Iran,clay - kaolin,"Shurkesht Mine, Sabzevar, Khorasan",nan,Mine,,,36.214,57.68,,,Khorasan Kaolin Co.,nan,nan,active,50.0,t / yr,,851
410,5437,2003,Iran,coal,"Paradeh 3 Mine, Tabass, Khorasan",nan,Mine,,,32.807,60.233,,,Iran Foulad Co.,nan,nan,active,14.0,t / yr,,851
411,5438,2003,Iran,coal,"Razi coal mine, Semnan",nan,Mine,,,35.575,53.394,,,Eastern Alborz Coal Co. (Nisco),nan,nan,active,39.0,t / yr,,851
412,5439,2003,Iran,coal,"Shahroud, Mazandaran",nan,Mine,,,36.43,54.948,,,Eastern Alborz Coal Co. (Nisco),nan,nan,active,,t / yr,,851
413,5440,2003,Iran,coal,"Zirab, Mazandaran",nan,Mine,,,36.171,52.981,,,Central Alborz Coal Co. (Nisco),nan,nan,active,,t / yr,,851
414,5441,2003,Iran,coal,"Refinery, 40 kilometers east of Esfahan",nan,Mine,,,32.66,51.671,,,Isfahan Coal Tar Refinery,nan,nan,active,100.0,t / yr,,851
415,5442,2003,Iran,coal - coke,"Isfahan complex, Esfahan",nan,Plant,,,32.66,51.671,,,Isfahan Steel Co.  (Nisco),nan,nan,active,,t / yr,,851
416,5443,2003,Iran,copper,"Electrowon plant, Sar Cheshmeh copper complex",nan,Plant,,,30.089,55.416,,,National Iranian Copper Industries Co. (Government),nan,nan,active,12.0,t / yr,,851
417,5444,2003,Iran,copper,Kerman,nan,Plant,,,30.294,57.084,,S,Shahid Bahonar Copper Industries Co. (Social Security Investment Co.),nan,nan,active,35.0,t / yr,,851
418,5445,2003,Iran,copper,Meiduk copper mine,nan,Mine,,,31.089,55.416,,U,National Iranian Copper Industries Co. (Government),nan,nan,active,,t / yr,,851
419,5446,2003,Iran,copper,"Qal'eh Zari Mine, near Birjan",nan,Mine,,,33.133,55.416,,U,National Iranian Copper Industries Co. (Government),nan,nan,active,15.0,t / yr,,851
420,5447,2003,Iran,copper,"Refinery, Sar Cheshmeh copper complex",nan,Plant,,,30.089,55.416,,U,National Iranian Copper Industries Co. (Government),nan,nan,active,120.0,t / yr,,851
421,5448,2003,Iran,copper,"Rolling mill (billet), Sar Cheshmeh copper complex",nan,Plant,,,30.089,55.416,,U,National Iranian Copper Industries Co. (Government),nan,nan,active,3.0,t / yr,,851
422,5449,2003,Iran,copper,"Rolling mill (slab), Sar Cheshmeh copper complex",nan,Mill,,,30.089,55.416,,S,National Iranian Copper Industries Co. (Government),nan,nan,active,7.0,t / yr,,851
423,5450,2003,Iran,copper,"Sar Cheshmeh Mine, Rafsanjan",nan,Mine,,,30.089,55.416,,U,National Iranian Copper Industries Co. (Government),nan,nan,active,,t / yr,,851
424,5451,2003,Iran,copper,"Smelter, Khaatounabad",nan,Smelter,,,30.089,55.416,,S,National Iranian Copper Industries Co. (Government),nan,nan,active,80.0,t / yr,,851
425,5452,2003,Iran,copper,"Smelter, Sar Cheshmeh copper complex",nan,Smelter,,,30.089,55.416,,S,National Iranian Copper Industries Co. (Government),nan,nan,active,154.0,t / yr,,851
426,5453,2003,Iran,copper,Songun copper mine,nan,Mine,,,30.108,55.123,,U,National Iranian Copper Industries Co. (Government),nan,nan,active,400.0,t / yr,,851
427,5454,2003,Iran,copper,Wire plant at Rasht,nan,Plant,,,35.279,49.586,,S,Simco,nan,nan,active,,t / yr,,851
428,5455,2003,Iran,copper,"Wire rod plant, Sar Cheshmeh copper complex",nan,Plant,,,30.089,55.416,,S,National Iranian Copper Industries Co. (Government),nan,nan,active,51.0,t / yr,,851
429,5456,2003,Iran,copper,"Ghani Abad Factory, Tehran",nan,Plant,,,35.672,51.424,,S,Niru Metal Smelting Factory (Niru Battery Manufacturing Co.),nan,nan,active,,t / yr,,851
430,5457,2003,Iran,diatomite,"Kamel Abad, Tabriz",nan,Mine,,,38.08,46.292,,,nan,nan,nan,active,2.0,t / yr,,851
431,5458,2003,Iran,iron,"Ahwaz, direct reduction iron plant (several processes)",nan,Plant,,,31.329,48.691,,,Khuzestan Steel co. (Nisco),nan,nan,active,600.0,t / yr,,851
432,5459,2003,Iran,iron,"Esfahan, direct reduction iron plant (Ghaem process)",nan,Plant,,,33.53,51.904,,,Isfahan Steel Co.  (Nisco),nan,nan,active,600.0,t / yr,,851
433,5460,2003,Iran,iron,"Esfahan, direct reduction iron plant (Midrex process)",nan,Plant,,,33.53,51.904,,,Mobarekeh Steel Co.,nan,nan,active,,t / yr,,851
434,5461,2003,Iran,iron ore,"Chadormalou Mine, at Abdughi, Tchogart, Yazd",nan,Mine,,,32.3,55.5,,,Chadormalou Mining and Industrial Co. (Nisco),nan,nan,active,,t / yr,,851
435,5462,2003,Iran,iron ore,"Choghart Mine, Bafgh, Yazd",nan,Mine,,,31.583,55.4,,,Iran Central Iron Ore Co. (Nisco),nan,nan,active,,t / yr,,851
436,5463,2003,Iran,iron ore,"Deh-Zaman Mine, Khorassan",nan,Mine,,,36.828,58.778,,,Iran Barite Falat Co.,nan,nan,active,4.0,t / yr,,851
437,5464,2003,Iran,iron ore,"Gol-e-Ghar Mine, Kerman",nan,Mine,,,30.294,57.084,,,Gol-e-Gohar Iron Ore Co. (Nisco),nan,nan,active,,t / yr,,851
438,5465,2003,Iran,iron ore,nan,nan,Mine,,,48.7,36.392,,,Ajin Iron Mining Co. (Arjin?),nan,nan,active,,t / yr,,851
439,5466,2003,Iran,iron ore,"Sangan Mine, Golestan",nan,Mine,,,34.461,60.411,,,nan,nan,nan,active,100.0,t / yr,,851
440,5467,2003,Iran,ferroalloys - chromium,"Faryab, Kerman",nan,Plant,,,30.294,57.084,,,Faryab Mining Co.,nan,nan,active,2.0,t / yr,,851
441,5468,2003,Iran,ferroalloys - manganese,Kerman,nan,Plant,,,30.294,57.084,,,Faryab Mining Co.,nan,nan,active,2.0,t / yr,,851
443,5470,2003,Iran,ferroalloys - molybdenum,Khatounabad smelter near Sar Cheshmeh,nan,Smelter,,,28.33,57.859,,,National Iranian Copper Industries Co. (Government),nan,nan,active,2.0,t / yr,,851
446,5473,2003,Iran,ferroalloys - silicon,"Asna, Semnan",nan,Plant,,,36.475,56.525,,,Iran Ferrosilice Co.,nan,nan,active,25.0,t / yr,,851
449,5476,2003,Iran,fertilizer - ammonia,Bandar Iman Khomeini,nan,Plant,,,30.45,49.083,,S,Razi Petrochemical Co. (National Petrochemical Co.),nan,nan,active,660.0,t / yr,,851
450,5477,2003,Iran,fertilizer - ammonia,Khorasan,nan,Plant,,,37.127,56.803,,S,Khorasan Petrochemical Co. (National Petrochemical Co.),nan,nan,active,330.0,t / yr,,851
451,5478,2003,Iran,fertilizer - ammonia,Shiraz,nan,Plant,,,29.615,52.538,,S,Shiraz Petrochemical Co. (National Petrochemical Co.),nan,nan,active,432.0,t / yr,,851
